SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC13,SC14,SC15,SC16,SC17,SC18,SC19,SC20,SC21,SC22,SC23,SC24,SC25,SC26,SC27,SC28,SC29,SC30,SC31,SC32,SC33,SC34,SC35,SC36,SC37,SC38,SC39,SC40,SC41,AVERAGE
65.0,65.0,45.0,53.0,45.0,39.0,50.0,46.0,26.0,39.0,58.0,55.0,38.0,55.0,50.0,26.0,63.0,51.0,48.0,68.0,58.0,45.0,62.0,45.0,56.0,54.0,59.0,64.0,51.0,52.0,24.0,20.0,40.0,51.0,15.0,53.0,50.0,51.0,52.0,33.0,58.0,48.2
53.0,45.0,57.0,60.0,45.0,41.0,46.0,52.0,46.0,43.0,45.0,17.0,41.0,34.0,57.0,53.0,46.0,53.0,45.0,26.0,43.0,36.0,45.0,21.0,60.0,45.0,45.0,45.0,29.0,46.0,69.0,40.0,30.0,55.0,29.0,51.0,51.0,50.0,52.0,67.0,58.0,45.7
53.0,48.0,72.0,35.0,35.0,39.0,56.0,50.0,60.0,35.0,69.0,62.0,40.0,36.0,46.0,40.0,30.0,48.0,45.0,38.0,44.0,43.0,45.0,53.0,55.0,40.0,45.0,30.0,50.0,45.0,52.0,0.0,17.0,40.0,48.0,31.0,41.0,62.0,61.0,48.0,61.0,45.1
50.0,48.0,68.0,65.0,53.0,52.0,54.0,80.0,54.0,60.0,58.0,40.0,56.0,61.0,55.0,60.0,40.0,62.0,74.0,59.0,53.0,68.0,61.0,55.0,52.0,53.0,50.0,47.0,46.0,50.0,63.0,40.0,46.0,51.0,45.0,50.0,58.0,46.0,60.0,85.0,54.0,55.7
54.0,60.0,52.0,47.0,47.0,50.0,52.0,70.0,45.0,51.0,45.0,58.0,70.0,71.0,52.0,50.0,50.0,40.0,53.0,74.0,52.0,60.0,70.0,27.0,60.0,54.0,58.0,52.0,63.0,56.0,52.0,45.0,52.0,61.0,79.0,24.0,60.0,46.0,51.0,53.0,49.0,54.0
48.0,70.0,52.0,51.0,30.0,47.0,55.0,50.0,45.0,42.0,57.0,46.0,62.0,56.0,64.0,46.0,45.0,40.0,45.0,46.0,47.0,70.0,0.0,10.0,0.0,0.0,60.0,51.0,48.0,64.0,52.0,46.0,42.0,2.2,49.7,50.8,51.2,51.4,48.3,49.3,47.8,44.8
64.0,51.0,32.0,48.0,60.0,28.0,60.0,41.0,28.0,41.0,57.0,22.0,45.0,45.0,0.0,47.0,34.0,48.0,0.0,22.0,17.0,29.0,45.0,38.0,45.0,0.0,25.0,25.0,46.0,0.0,0.0,32.0,50.0,34.0,47.0,64.0,1.2,51.4,48.3,49.3,47.8,35.8
62.0,50.0,61.0,64.0,65.0,60.0,50.0,72.0,70.0,46.0,46.0,73.0,55.0,57.0,61.0,52.0,56.0,71.0,57.0,62.0,49.0,45.0,57.0,68.0,50.0,67.0,55.0,55.0,61.0,51.0,63.0,57.0,48.0,52.0,51.0,73.0,3.4,51.4,48.3,49.3,47.8,55.9
45.0,45.0,54.0,33.0,50.0,73.0,55.0,62.0,45.0,49.0,61.0,40.0,55.0,56.0,48.0,36.0,49.0,58.0,62.0,49.0,49.0,66.0,45.0,55.0,60.0,35.0,45.0,48.0,52.0,46.0,55.0,42.0,45.0,50.0,32.0,52.0,45.0,57.0,45.0,79.0,50.0,50.7
60.0,45.0,67.0,65.0,51.0,70.0,71.0,61.0,55.0,43.0,78.0,63.0,51.0,54.0,58.0,46.0,56.0,47.0,61.0,57.0,46.0,60.0,45.0,47.0,71.0,45.0,45.0,45.0,35.0,48.0,48.0,43.0,26.0,53.0,51.0,45.0,58.0,57.0,45.0,75.0,56.0,53.7
31.0,54.0,63.0,45.0,27.0,33.0,49.0,11.0,26.0,34.0,6.0,15.0,28.0,46.0,54.0,19.0,21.0,51.0,45.0,45.0,48.0,40.0,53.0,48.0,46.0,46.0,52.0,54.0,45.0,45.0,20.0,15.0,46.0,45.0,12.0,45.0,40.0,51.0,21.0,10.0,3.0,36.3
56.0,45.0,53.0,45.0,38.0,48.0,53.0,25.0,12.0,47.0,56.0,33.0,40.0,48.0,32.0,38.0,31.0,53.0,46.0,0.0,46.0,28.0,46.0,32.0,52.0,60.0,23.0,17.0,30.0,30.0,0.0,0.0,0.0,45.0,48.0,1.2,51.2,51.4,48.3,49.3,47.8,36.7
74.0,71.0,45.0,70.0,67.0,70.0,77.0,76.0,62.0,56.0,16.0,61.0,76.0,69.0,45.0,45.0,67.0,63.0,56.0,60.0,70.0,76.0,55.0,68.0,65.0,55.0,50.0,55.0,40.0,71.0,55.0,54.0,74.0,67.0,67.0,48.0,45.0,45.0,50.0,60.0,70.0,60.1
51.0,61.0,46.0,46.0,63.0,62.0,57.0,57.0,68.0,54.0,52.0,45.0,63.0,61.0,60.0,40.0,53.0,42.0,53.0,64.0,40.0,40.0,60.0,55.0,70.0,60.0,86.0,65.0,46.0,50.0,60.0,62.0,48.0,78.0,69.0,63.0,14.0,53.0,45.0,50.0,45.0,55.0
65.0,58.0,56.0,74.0,70.0,61.0,74.0,71.0,72.0,55.0,26.0,46.0,60.0,80.0,50.0,65.0,63.0,64.0,80.0,45.0,57.0,64.0,74.0,66.0,60.0,76.0,65.0,53.0,50.0,62.0,48.0,56.0,63.0,67.0,72.0,54.0,48.0,45.0,56.0,73.0,72.0,61.4
74.0,62.0,45.0,63.0,63.0,60.0,50.0,77.0,81.0,60.0,42.0,67.0,63.0,56.0,74.0,60.0,62.0,72.0,58.0,55.0,58.0,53.0,82.0,78.0,64.0,75.0,65.0,54.0,54.0,66.0,49.0,54.0,63.0,65.0,72.0,47.0,52.0,47.0,56.0,62.0,45.0,61.1
53.0,57.0,54.0,60.0,48.0,50.0,47.0,63.0,45.0,65.0,64.0,63.0,57.0,67.0,58.0,45.0,60.0,61.0,54.0,49.0,62.0,56.0,61.0,74.0,48.0,64.0,49.0,60.0,57.0,67.0,63.0,39.0,48.0,27.0,45.0,44.0,30.0,54.0,73.0,51.0,45.0,54.6
50.0,70.0,52.0,70.0,50.0,63.0,57.0,54.0,55.0,64.0,37.0,63.0,69.0,60.0,74.0,71.0,50.0,78.0,50.0,46.0,67.0,50.0,68.0,77.0,50.0,78.0,53.0,62.0,74.0,66.0,60.0,55.0,30.0,45.0,45.0,46.0,66.0,83.0,45.0,57.0,85.0,59.6
55.0,63.0,72.0,70.0,46.0,70.0,70.0,75.0,52.0,46.0,55.0,42.0,58.0,53.0,63.0,52.0,61.0,78.0,68.0,65.0,72.0,74.0,47.0,49.0,79.0,55.0,51.0,47.0,52.0,47.0,70.0,50.0,54.0,70.0,30.0,89.0,58.0,75.0,57.0,62.0,66.0,60.2
52.0,45.0,45.0,34.0,47.0,24.0,45.0,31.0,32.0,21.0,45.0,27.0,55.0,45.0,40.0,40.0,60.0,36.0,49.0,40.0,29.0,48.0,45.0,43.0,45.0,0.0,38.0,4.0,28.0,45.0,25.0,34.0,50.0,52.0,14.0,19.0,31.0,52.0,12.0,11.0,18.0,35.5
58.0,65.0,74.0,70.0,70.0,68.0,64.0,81.0,58.0,71.0,64.0,75.0,75.0,71.0,56.0,68.0,54.0,55.0,75.0,62.0,65.0,77.0,72.0,65.0,56.0,72.0,65.0,60.0,54.0,70.0,67.0,71.0,60.0,48.0,60.0,60.0,85.0,70.0,78.0,61.0,84.0,66.7
60.0,58.0,81.0,63.0,53.0,77.0,70.0,63.0,57.0,60.0,70.0,51.0,60.0,56.0,61.0,53.0,50.0,66.0,18.0,69.0,69.0,84.0,90.0,54.0,49.0,52.0,48.0,45.0,61.0,44.0,74.0,50.0,48.0,78.0,33.0,90.0,64.0,70.0,56.0,71.0,74.0,61.0
53.0,46.0,66.0,45.0,31.0,45.0,55.0,45.0,50.0,47.0,47.0,50.0,46.0,51.0,27.0,45.0,60.0,35.0,45.0,32.0,21.0,46.0,40.0,50.0,41.0,60.0,62.0,42.0,62.0,61.0,47.0,66.0,65.0,48.0,48.0,47.0,32.0,13.0,18.0,45.0,38.0,45.7
55.0,57.0,70.0,60.0,38.0,58.0,51.0,75.0,62.0,41.0,61.0,54.0,72.0,70.0,55.0,41.0,43.0,41.0,50.0,48.0,60.0,50.0,50.0,57.0,20.0,55.0,57.0,47.0,52.0,52.0,48.0,45.0,45.0,37.0,49.0,23.0,85.0,30.0,47.0,83.0,45.0,52.2
47.0,49.0,65.0,61.0,47.0,50.0,57.0,50.0,50.0,63.0,60.0,58.0,45.0,56.0,50.0,46.0,43.0,59.0,61.0,56.0,60.0,66.0,67.0,50.0,45.0,52.0,40.0,38.0,46.0,40.0,52.0,37.0,38.0,50.0,60.0,72.0,45.0,58.0,53.0,71.0,46.0,52.7
46.0,45.0,81.0,17.0,27.0,15.0,37.0,31.0,37.0,60.0,57.0,58.0,49.0,39.0,36.0,33.0,24.0,35.0,45.0,0.0,42.0,0.0,29.0,27.0,36.0,32.0,37.0,10.0,22.0,51.0,52.0,38.0,26.0,0.0,26.0,5.0,0.8,51.4,48.3,49.3,47.8,34.2
47.0,65.0,45.0,86.0,50.0,46.0,24.0,39.0,45.0,47.0,50.0,61.0,57.0,52.0,53.0,45.0,48.0,61.0,53.0,53.0,45.0,45.0,39.0,48.0,21.0,45.0,18.0,45.0,56.0,45.0,33.0,29.0,45.0,46.0,31.0,22.0,24.0,0.0,17.0,48.0,1.8,42.2
49.0,55.0,56.0,66.0,56.0,70.0,62.0,58.0,60.0,73.0,63.0,63.0,52.0,55.0,40.0,57.0,64.0,48.0,59.0,62.0,59.0,71.0,70.0,49.0,54.0,58.0,56.0,51.0,46.0,54.0,40.0,50.0,45.0,45.0,63.0,46.0,60.0,62.0,46.0,54.0,71.0,56.5
25.0,45.0,29.0,39.0,40.0,74.0,29.0,21.0,5.0,60.0,50.0,25.0,43.0,40.0,20.0,25.0,26.0,50.0,54.0,40.0,58.0,34.0,45.0,9.0,40.0,42.0,32.0,47.0,37.0,61.0,1.1,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,40.1
47.0,50.0,70.0,48.0,71.0,42.0,56.0,60.0,60.0,49.0,55.0,41.0,50.0,53.0,41.0,54.0,50.0,51.0,57.0,55.0,53.0,69.0,71.0,45.0,49.0,45.0,42.0,47.0,45.0,36.0,47.0,63.0,60.0,52.0,45.0,32.0,70.0,54.0,47.0,47.0,46.0,51.8
45.0,46.0,60.0,45.0,57.0,50.0,46.0,29.0,38.0,29.0,37.0,45.0,26.0,53.0,45.0,22.0,57.0,49.0,58.0,40.0,31.0,61.0,49.0,45.0,10.0,0.0,57.0,24.0,19.0,45.0,18.0,55.0,51.0,45.0,14.0,13.0,22.0,32.0,45.0,20.0,20.0,37.9
45.0,50.0,65.0,61.0,47.0,52.0,56.0,60.0,56.0,63.0,60.0,57.0,57.0,57.0,44.0,53.0,52.0,62.0,70.0,64.0,64.0,71.0,67.0,45.0,57.0,54.0,62.0,57.0,35.0,28.0,49.0,60.0,34.0,52.0,74.0,60.0,76.0,64.0,66.0,46.0,33.0,55.7
50.0,50.0,61.0,50.0,40.0,38.0,54.0,62.0,50.0,52.0,62.0,43.0,21.0,56.0,46.0,57.0,32.0,43.0,45.0,61.0,60.0,53.0,45.0,59.0,58.0,47.0,60.0,52.0,50.0,36.0,51.0,65.0,38.0,46.0,24.0,45.0,54.0,45.0,18.0,17.0,34.0,47.1
40.0,68.0,38.0,44.0,66.0,60.0,55.0,42.0,70.0,50.0,70.0,54.0,49.0,57.0,44.0,25.0,26.0,45.0,40.0,40.0,50.0,48.0,47.0,32.0,58.0,41.0,16.0,50.0,16.0,48.0,1.9,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,46.1
50.0,50.0,58.0,45.0,51.0,50.0,64.0,46.0,46.0,54.0,57.0,51.0,72.0,52.0,46.0,50.0,60.0,55.0,65.0,68.0,63.0,43.0,69.0,66.0,46.0,57.0,46.0,55.0,58.0,62.0,48.0,60.0,46.0,45.0,37.0,47.0,51.0,45.0,52.0,63.0,60.0,53.9
87.0,50.0,55.0,46.0,45.0,68.0,35.0,62.0,55.0,62.0,59.0,50.0,45.0,50.0,33.0,50.0,21.0,45.0,50.0,58.0,37.0,48.0,50.0,71.0,30.0,54.0,45.0,57.0,2.4,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,49.3
51.0,53.0,67.0,54.0,67.0,60.0,60.0,50.0,64.0,40.0,40.0,52.0,45.0,48.0,55.0,51.0,54.0,73.0,67.0,56.0,77.0,69.0,60.0,60.0,61.0,56.0,49.0,48.0,46.0,47.0,62.0,60.0,54.0,71.0,50.0,85.0,68.0,69.0,45.0,73.0,81.0,58.5
65.0,55.0,61.0,55.0,57.0,73.0,71.0,52.0,57.0,67.0,77.0,53.0,48.0,43.0,40.0,55.0,51.0,61.0,76.0,70.0,58.0,69.0,74.0,45.0,51.0,64.0,49.0,33.0,21.0,40.0,60.0,50.0,40.0,73.0,45.0,87.0,74.0,65.0,48.0,45.0,74.0,57.4
45.0,50.0,72.0,56.0,55.0,68.0,60.0,50.0,65.0,64.0,55.0,47.0,46.0,41.0,32.0,53.0,52.0,70.0,77.0,69.0,70.0,80.0,75.0,56.0,59.0,74.0,70.0,46.0,57.0,44.0,70.0,50.0,50.0,63.0,61.0,89.0,66.0,69.0,54.0,76.0,74.0,60.5
51.0,57.0,56.0,43.0,58.0,52.0,41.0,53.0,68.0,60.0,64.0,58.0,46.0,51.0,35.0,60.0,58.0,62.0,60.0,50.0,66.0,61.0,70.0,40.0,70.0,50.0,55.0,45.0,81.0,72.0,55.0,50.0,72.0,61.0,80.0,3.2,51.2,51.4,48.3,49.3,47.8,55.2
68.0,50.0,51.0,45.0,70.0,30.0,63.0,45.0,55.0,57.0,64.0,52.0,52.0,50.0,58.0,51.0,75.0,41.0,50.0,46.0,67.0,54.0,70.0,50.0,60.0,53.0,42.0,46.0,53.0,50.0,52.0,52.0,61.0,59.0,45.0,45.0,55.0,42.0,60.0,46.0,46.0,53.2
70.0,70.0,78.0,77.0,64.0,66.0,67.0,63.0,54.0,77.0,80.0,71.0,76.0,70.0,56.0,68.0,54.0,65.0,61.0,79.0,70.0,78.0,84.0,69.0,78.0,72.0,57.0,79.0,68.0,86.0,70.0,60.0,90.0,80.0,76.0,80.0,74.0,70.0,83.0,65.0,93.0,71.9
74.0,47.0,50.0,52.0,45.0,30.0,45.0,59.0,65.0,54.0,52.0,63.0,57.0,45.0,57.0,47.0,39.0,0.0,0.0,50.0,46.0,46.0,53.0,19.0,74.0,45.0,28.0,15.0,29.0,9.0,17.0,1.9,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,43.0
47.0,56.0,49.0,37.0,45.0,41.0,30.0,45.0,64.0,40.0,55.0,33.0,42.0,56.0,50.0,67.0,54.0,57.0,54.0,52.0,54.0,17.0,62.0,24.0,45.0,53.0,53.0,50.0,65.0,59.0,45.0,7.0,16.0,40.0,2.1,50.8,51.2,51.4,48.3,49.3,47.8,45.5
60.0,50.0,70.0,45.0,50.0,60.0,55.0,32.0,67.0,48.0,45.0,45.0,57.0,51.0,56.0,48.0,50.0,42.0,50.0,46.0,45.0,60.0,40.0,41.0,64.0,60.0,71.0,66.0,54.0,71.0,62.0,55.0,56.0,57.0,63.0,56.0,59.0,64.0,48.0,25.0,45.0,53.4
45.0,76.0,60.0,57.0,63.0,40.0,60.0,48.0,76.0,60.0,42.0,42.0,41.0,46.0,49.0,53.0,58.0,71.0,51.0,59.0,59.0,40.0,51.0,40.0,46.0,57.0,34.0,47.0,50.0,47.0,60.0,51.0,27.0,40.0,47.0,40.0,2.4,51.4,48.3,49.3,47.8,49.6
53.0,51.0,79.0,60.0,65.0,73.0,71.0,60.0,61.0,67.0,40.0,51.0,60.0,59.0,40.0,47.0,54.0,66.0,65.0,67.0,69.0,72.0,55.0,48.0,56.0,49.0,39.0,29.0,41.0,45.0,46.0,52.0,46.0,39.0,68.0,57.0,29.0,45.0,73.0,47.0,31.0,54.3
47.0,56.0,54.0,35.0,62.0,71.0,53.0,64.0,74.0,51.0,53.0,55.0,63.0,52.0,62.0,56.0,66.0,56.0,70.0,60.0,65.0,43.0,77.0,40.0,60.0,60.0,43.0,53.0,60.0,37.0,66.0,61.0,41.0,70.0,40.0,62.0,3.2,51.4,48.3,49.3,47.8,54.6
52.0,54.0,70.0,45.0,50.0,50.0,50.0,33.0,51.0,48.0,47.0,54.0,51.0,51.0,58.0,47.0,61.0,46.0,40.0,40.0,41.0,66.0,40.0,46.0,50.0,60.0,64.0,54.0,53.0,60.0,33.0,63.0,56.0,61.0,45.0,66.0,32.0,60.0,29.0,45.0,36.0,50.2
60.0,52.0,77.0,72.0,67.0,85.0,62.0,62.0,72.0,53.0,70.0,66.0,72.0,68.0,70.0,54.0,51.0,68.0,66.0,66.0,61.0,61.0,57.0,49.0,71.0,68.0,62.0,63.0,71.0,65.0,61.0,84.0,66.0,55.0,57.0,73.0,64.0,88.0,50.0,70.0,86.0,65.7
56.0,53.0,66.0,58.0,45.0,50.0,52.0,55.0,45.0,62.0,42.0,50.0,35.0,61.0,45.0,70.0,50.0,22.0,20.0,34.0,52.0,60.0,40.0,53.0,45.0,73.0,60.0,54.0,49.0,46.0,55.0,56.0,60.0,54.0,46.0,65.0,27.0,48.0,46.0,45.0,31.0,49.7
68.0,68.0,47.0,55.0,87.0,61.0,48.0,60.0,68.0,64.0,50.0,61.0,60.0,60.0,55.0,66.0,61.0,61.0,60.0,29.0,40.0,42.0,50.0,40.0,41.0,38.0,51.0,47.0,55.0,45.0,55.0,49.0,45.0,20.0,40.0,45.0,2.7,51.4,48.3,49.3,47.8,51.0
57.0,45.0,40.0,34.0,45.0,37.0,18.0,45.0,32.0,51.0,38.0,32.0,54.0,65.0,42.0,80.0,14.0,16.0,32.0,40.0,62.0,60.0,45.0,61.0,24.0,50.0,43.0,57.0,45.0,49.0,46.0,45.0,45.0,45.0,62.0,58.0,60.0,23.0,45.0,45.0,45.0,44.7
60.0,48.0,67.0,68.0,50.0,78.0,65.0,56.0,60.0,67.0,71.0,57.0,54.0,50.0,45.0,55.0,45.0,57.0,56.0,58.0,63.0,72.0,74.0,46.0,53.0,45.0,47.0,49.0,45.0,57.0,40.0,60.0,45.0,45.0,70.0,51.0,84.0,64.0,61.0,56.0,46.0,57.1
48.0,55.0,56.0,61.0,46.0,71.0,46.0,45.0,56.0,70.0,70.0,66.0,51.0,41.0,42.0,58.0,54.0,59.0,66.0,53.0,52.0,69.0,69.0,51.0,22.0,50.0,52.0,45.0,47.0,40.0,45.0,50.0,48.0,50.0,45.0,78.0,56.0,45.0,38.0,78.0,30.0,53.0
41.0,61.0,54.0,45.0,51.0,50.0,27.0,59.0,57.0,54.0,33.0,47.0,32.0,47.0,57.0,47.0,40.0,62.0,63.0,45.0,53.0,64.0,75.0,45.0,45.0,46.0,51.0,48.0,22.0,46.0,71.0,30.0,45.0,45.0,18.0,46.0,50.0,45.0,33.0,46.0,50.0,47.5
51.0,62.0,75.0,61.0,57.0,70.0,60.0,50.0,64.0,67.0,40.0,44.0,64.0,56.0,56.0,48.0,62.0,80.0,69.0,25.0,81.0,76.0,55.0,47.0,43.0,47.0,32.0,40.0,67.0,70.0,45.0,78.0,51.0,67.0,22.0,61.0,67.0,54.0,70.0,24.0,45.0,56.2
56.0,55.0,74.0,45.0,46.0,60.0,63.0,35.0,48.0,57.0,45.0,62.0,41.0,57.0,48.0,54.0,60.0,54.0,60.0,61.0,49.0,64.0,69.0,50.0,47.0,46.0,61.0,50.0,23.0,45.0,22.0,45.0,50.0,36.0,28.0,21.0,45.0,54.0,22.0,24.0,22.0,47.7
28.0,64.0,44.0,55.0,36.0,43.0,57.0,24.0,53.0,38.0,51.0,25.0,0.0,50.0,1.0,0.0,25.0,0.0,46.0,45.0,43.0,22.0,56.0,44.0,0.0,0.0,1.2,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,37.9
52.0,55.0,39.0,52.0,60.0,67.0,70.0,45.0,67.0,65.0,51.0,56.0,62.0,59.0,40.0,61.0,51.0,63.0,73.0,70.0,60.0,71.0,74.0,62.0,45.0,62.0,76.0,72.0,50.0,65.0,40.0,61.0,34.0,45.0,52.0,56.0,87.0,68.0,69.0,51.0,70.0,59.2
43.0,40.0,77.0,29.0,36.0,46.0,47.0,51.0,56.0,70.0,32.0,25.0,48.0,55.0,29.0,46.0,52.0,54.0,49.0,53.0,42.0,60.0,52.0,45.0,35.0,27.0,50.0,33.0,24.0,48.0,24.0,60.0,45.0,29.0,45.0,61.0,48.0,28.0,15.0,31.0,26.0,43.1
43.0,51.0,57.0,68.0,66.0,50.0,59.0,62.0,52.0,68.0,67.0,53.0,64.0,68.0,52.0,57.0,45.0,40.0,43.0,54.0,65.0,63.0,59.0,59.0,46.0,57.0,75.0,53.0,70.0,64.0,60.0,70.0,62.0,56.0,69.0,54.0,72.0,76.0,58.0,89.0,81.0,60.4
61.0,47.0,63.0,53.0,50.0,45.0,60.0,44.0,34.0,45.0,47.0,50.0,10.0,56.0,56.0,52.0,62.0,70.0,55.0,62.0,52.0,61.0,46.0,54.0,47.0,64.0,53.0,47.0,63.0,68.0,67.0,51.0,48.0,58.0,50.0,45.0,45.0,10.0,54.0,45.0,57.0,51.4
66.0,65.0,62.0,44.0,63.0,60.0,53.0,76.0,57.0,45.0,50.0,63.0,57.0,68.0,73.0,70.0,64.0,57.0,58.0,47.0,70.0,40.0,50.0,60.0,50.0,53.0,60.0,51.0,70.0,50.0,70.0,77.0,36.0,3.4,49.7,50.8,51.2,51.4,48.3,49.3,47.8,55.8
63.0,66.0,72.0,84.0,70.0,70.0,55.0,58.0,73.0,61.0,62.0,67.0,71.0,78.0,73.0,63.0,73.0,61.0,75.0,68.0,60.0,65.0,52.0,52.0,77.0,73.0,78.0,75.0,77.0,78.0,53.0,67.0,59.0,50.0,62.0,60.0,57.0,75.0,85.0,62.0,82.0,67.4
50.0,45.0,48.0,50.0,45.0,52.0,70.0,50.0,50.0,58.0,40.0,51.0,58.0,41.0,40.0,43.0,48.0,57.0,58.0,59.0,53.0,74.0,68.0,48.0,32.0,45.0,60.0,60.0,34.0,27.0,40.0,45.0,34.0,34.0,62.0,39.0,74.0,68.0,53.0,46.0,37.0,49.9
62.0,23.0,35.0,46.0,34.0,38.0,50.0,47.0,46.0,55.0,46.0,47.0,53.0,45.0,29.0,27.0,49.0,52.0,45.0,24.0,45.0,35.0,50.0,51.0,15.0,14.0,45.0,31.0,12.0,10.0,19.0,63.0,1.4,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,40.1
50.0,46.0,29.0,23.0,45.0,33.0,18.0,42.0,58.0,53.0,37.0,5.0,47.0,5.0,45.0,49.0,45.0,40.0,16.0,13.0,45.0,63.0,50.0,23.0,12.0,53.0,46.0,32.0,11.0,29.0,18.0,1.1,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,37.4
26.0,48.0,53.0,48.0,48.0,50.0,47.0,32.0,70.0,40.0,64.0,40.0,50.0,60.0,54.0,46.0,60.0,44.0,56.0,38.0,42.0,41.0,45.0,41.0,41.0,37.0,41.0,27.0,35.0,50.0,45.0,43.0,40.0,40.0,45.0,1.7,51.2,51.4,48.3,49.3,47.8,44.8
53.0,59.0,70.0,62.0,45.0,75.0,71.0,57.0,50.0,77.0,68.0,18.0,47.0,50.0,58.0,52.0,49.0,58.0,68.0,61.0,69.0,75.0,80.0,45.0,51.0,32.0,51.0,49.0,34.0,30.0,43.0,46.0,32.0,34.0,48.0,64.0,79.0,58.0,70.0,39.0,51.0,54.3
52.0,40.0,57.0,42.0,73.0,25.0,47.0,64.0,62.0,86.0,48.0,60.0,71.0,82.0,74.0,64.0,64.0,70.0,70.0,45.0,72.0,70.0,71.0,82.0,74.0,45.0,48.0,29.0,3.5,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,55.9
0.0,34.0,75.0,52.0,34.0,56.0,62.0,45.0,46.0,70.0,65.0,48.0,30.0,43.0,30.0,56.0,59.0,50.0,67.0,64.0,38.0,62.0,46.0,47.0,33.0,52.0,38.0,6.0,17.0,24.0,40.0,45.0,32.0,38.0,19.0,21.0,45.0,64.0,45.0,20.0,15.0,42.3
61.0,52.0,57.0,48.0,50.0,48.0,42.0,62.0,70.0,57.0,50.0,51.0,45.0,71.0,33.0,60.0,63.0,67.0,63.0,59.0,46.0,40.0,61.0,25.0,40.0,65.0,50.0,45.0,33.0,45.0,50.0,61.0,35.0,51.0,60.0,27.0,2.6,51.4,48.3,49.3,47.8,49.8
76.0,51.0,55.0,53.0,50.0,45.0,45.0,32.0,48.0,46.0,64.0,32.0,53.0,47.0,52.0,7.0,45.0,60.0,46.0,46.0,55.0,40.0,67.0,48.0,52.0,58.0,52.0,44.0,48.0,59.0,64.0,54.0,31.0,50.0,45.0,17.0,48.0,52.0,57.0,45.0,24.0,47.9
55.0,65.0,44.0,57.0,72.0,62.0,46.0,53.0,65.0,50.0,42.0,57.0,47.0,61.0,64.0,56.0,53.0,66.0,68.0,53.0,69.0,45.0,70.0,40.0,56.0,61.0,40.0,47.0,71.0,46.0,86.0,65.0,52.0,52.0,51.0,45.0,3.1,51.4,48.3,49.3,47.8,54.4
58.0,51.0,55.0,57.0,72.0,65.0,51.0,32.0,68.0,31.0,51.0,48.0,46.0,54.0,60.0,70.0,69.0,69.0,68.0,67.0,59.0,50.0,70.0,43.0,55.0,61.0,45.0,57.0,65.0,52.0,74.0,56.0,45.0,60.0,80.0,64.0,3.2,51.4,48.3,49.3,47.8,55.6
40.0,53.0,66.0,52.0,53.0,65.0,32.0,41.0,61.0,50.0,27.0,56.0,27.0,40.0,58.0,54.0,39.0,48.0,37.0,52.0,50.0,48.0,0.0,46.0,47.0,45.0,54.0,45.0,45.0,45.0,39.0,30.0,22.0,70.0,34.0,14.0,18.0,29.0,40.0,16.0,27.0,41.8
33.0,30.0,50.0,46.0,10.0,18.0,45.0,5.0,30.0,19.0,52.0,21.0,37.0,20.0,19.0,45.0,27.0,26.0,36.0,11.0,11.0,16.0,41.0,8.0,10.0,27.0,5.0,45.0,0.4,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,32.8
41.0,66.0,43.0,48.0,48.0,42.0,62.0,62.0,64.0,55.0,29.0,20.0,59.0,40.0,0.0,18.0,0.0,61.0,55.0,35.0,45.0,65.0,64.0,20.0,0.0,16.0,0.0,1.7,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,41.8
56.0,52.0,66.0,48.0,51.0,50.0,50.0,36.0,45.0,68.0,50.0,35.0,31.0,40.0,40.0,28.0,65.0,52.0,39.0,45.0,45.0,35.0,65.0,58.0,37.0,25.0,0.0,51.0,0.0,57.0,63.0,72.0,64.0,61.0,38.0,52.0,46.0,23.0,57.0,45.0,31.0,45.7
58.0,58.0,89.0,67.0,51.0,77.0,66.0,60.0,58.0,70.0,62.0,67.0,68.0,65.0,59.0,62.0,49.0,60.0,69.0,72.0,58.0,79.0,72.0,59.0,53.0,63.0,51.0,47.0,46.0,57.0,51.0,70.0,61.0,68.0,63.0,60.0,91.0,68.0,60.0,53.0,62.0,62.9
50.0,45.0,43.0,45.0,28.0,50.0,26.0,45.0,45.0,19.0,45.0,55.0,45.0,26.0,40.0,51.0,45.0,26.0,52.0,45.0,21.0,30.0,74.0,40.0,19.0,60.0,20.0,50.0,22.0,50.0,36.0,73.0,42.0,36.0,39.0,46.0,45.0,43.0,31.0,35.0,46.0,41.1
